"","assay","primary","colname"
"238","BRCA_miRNASeqGene-20160128","TCGA-C8-A1HO","TCGA-C8-A1HO-01A-11R-A13P-13"
"239","BRCA_miRNASeqGene-20160128","TCGA-C8-A26V","TCGA-C8-A26V-01A-11R-A16E-13"
"240","BRCA_miRNASeqGene-20160128","TCGA-C8-A26W","TCGA-C8-A26W-01A-11R-A16E-13"
"241","BRCA_miRNASeqGene-20160128","TCGA-C8-A26X","TCGA-C8-A26X-01A-31R-A16E-13"
"242","BRCA_miRNASeqGene-20160128","TCGA-C8-A26Y","TCGA-C8-A26Y-01A-11R-A16E-13"
"243","BRCA_miRNASeqGene-20160128","TCGA-C8-A26Z","TCGA-C8-A26Z-01A-11R-A16E-13"
"244","BRCA_miRNASeqGene-20160128","TCGA-C8-A273","TCGA-C8-A273-01A-11R-A16E-13"
"245","BRCA_miRNASeqGene-20160128","TCGA-C8-A274","TCGA-C8-A274-01A-11R-A16E-13"
"246","BRCA_miRNASeqGene-20160128","TCGA-C8-A275","TCGA-C8-A275-01A-21R-A16E-13"
"247","BRCA_miRNASeqGene-20160128","TCGA-C8-A278","TCGA-C8-A278-01A-11R-A168-13"
"248","BRCA_miRNASeqGene-20160128","TCGA-C8-A27A","TCGA-C8-A27A-01A-11R-A168-13"
"249","BRCA_miRNASeqGene-20160128","TCGA-C8-A27B","TCGA-C8-A27B-01A-11R-A168-13"
"250","BRCA_miRNASeqGene-20160128","TCGA-D8-A13Y","TCGA-D8-A13Y-01A-11R-A114-13"
"251","BRCA_miRNASeqGene-20160128","TCGA-D8-A13Z","TCGA-D8-A13Z-01A-11R-A114-13"
"252","BRCA_miRNASeqGene-20160128","TCGA-D8-A140","TCGA-D8-A140-01A-11R-A114-13"
"253","BRCA_miRNASeqGene-20160128","TCGA-D8-A141","TCGA-D8-A141-01A-11R-A114-13"
"254","BRCA_miRNASeqGene-20160128","TCGA-D8-A142","TCGA-D8-A142-01A-11R-A114-13"
"255","BRCA_miRNASeqGene-20160128","TCGA-D8-A143","TCGA-D8-A143-01A-11R-A114-13"
"256","BRCA_miRNASeqGene-20160128","TCGA-D8-A145","TCGA-D8-A145-01A-11R-A114-13"
"257","BRCA_miRNASeqGene-20160128","TCGA-D8-A146","TCGA-D8-A146-01A-31R-A114-13"
"258","BRCA_miRNASeqGene-20160128","TCGA-D8-A147","TCGA-D8-A147-01A-11R-A114-13"
"259","BRCA_miRNASeqGene-20160128","TCGA-D8-A1J8","TCGA-D8-A1J8-01A-11R-A13P-13"
"260","BRCA_miRNASeqGene-20160128","TCGA-D8-A1J9","TCGA-D8-A1J9-01A-11R-A13P-13"
"261","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JA","TCGA-D8-A1JA-01A-11R-A13P-13"
"262","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JB","TCGA-D8-A1JB-01A-11R-A13P-13"
"263","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JC","TCGA-D8-A1JC-01A-11R-A13P-13"
"264","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JD","TCGA-D8-A1JD-01A-11R-A13P-13"
"265","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JE","TCGA-D8-A1JE-01A-11R-A13P-13"
"266","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JF","TCGA-D8-A1JF-01A-11R-A13P-13"
"267","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JG","TCGA-D8-A1JG-01B-11R-A13P-13"
"268","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JH","TCGA-D8-A1JH-01A-11R-A13P-13"
"269","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JI","TCGA-D8-A1JI-01A-11R-A13P-13"
"270","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JJ","TCGA-D8-A1JJ-01A-31R-A14L-13"
"271","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JK","TCGA-D8-A1JK-01A-11R-A13P-13"
"272","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JL","TCGA-D8-A1JL-01A-11R-A13P-13"
"273","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JP","TCGA-D8-A1JP-01A-11R-A13P-13"
"274","BRCA_miRNASeqGene-20160128","TCGA-D8-A1JU","TCGA-D8-A1JU-01A-11R-A13P-13"
"275","BRCA_miRNASeqGene-20160128","TCGA-D8-A1X5","TCGA-D8-A1X5-01A-11R-A14C-13"
"276","BRCA_miRNASeqGene-20160128","TCGA-D8-A1X6","TCGA-D8-A1X6-01A-11R-A14L-13"
"277","BRCA_miRNASeqGene-20160128","TCGA-D8-A1X9","TCGA-D8-A1X9-01A-12R-A156-13"
"278","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XA","TCGA-D8-A1XA-01A-11R-A14C-13"
"279","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XB","TCGA-D8-A1XB-01A-11R-A14C-13"
"280","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XD","TCGA-D8-A1XD-01A-11R-A14C-13"
"281","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XF","TCGA-D8-A1XF-01A-11R-A14C-13"
"282","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XG","TCGA-D8-A1XG-01A-11R-A14C-13"
"283","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XK","TCGA-D8-A1XK-01A-21R-A14L-13"
"284","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XL","TCGA-D8-A1XL-01A-11R-A14L-13"
"285","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XM","TCGA-D8-A1XM-01A-21R-A14L-13"
"286","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XQ","TCGA-D8-A1XQ-01A-11R-A14L-13"
"287","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XR","TCGA-D8-A1XR-01A-11R-A14L-13"
"288","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XT","TCGA-D8-A1XT-01A-11R-A14L-13"
"289","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XU","TCGA-D8-A1XU-01A-11R-A14L-13"
"290","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XW","TCGA-D8-A1XW-01A-11R-A14L-13"
"291","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XY","TCGA-D8-A1XY-01A-11R-A14L-13"
"292","BRCA_miRNASeqGene-20160128","TCGA-D8-A1XZ","TCGA-D8-A1XZ-01A-11R-A14L-13"
"293","BRCA_miRNASeqGene-20160128","TCGA-D8-A1Y0","TCGA-D8-A1Y0-01A-11R-A14L-13"
"294","BRCA_miRNASeqGene-20160128","TCGA-D8-A1Y1","TCGA-D8-A1Y1-01A-21R-A14L-13"
"295","BRCA_miRNASeqGene-20160128","TCGA-D8-A1Y2","TCGA-D8-A1Y2-01A-11R-A156-13"
"296","BRCA_miRNASeqGene-20160128","TCGA-D8-A1Y3","TCGA-D8-A1Y3-01A-11R-A156-13"
"297","BRCA_miRNASeqGene-20160128","TCGA-D8-A27F","TCGA-D8-A27F-01A-11R-A16E-13"
"298","BRCA_miRNASeqGene-20160128","TCGA-D8-A27H","TCGA-D8-A27H-01A-11R-A16E-13"
"299","BRCA_miRNASeqGene-20160128","TCGA-D8-A27K","TCGA-D8-A27K-01A-11R-A16E-13"
"300","BRCA_miRNASeqGene-20160128","TCGA-D8-A27L","TCGA-D8-A27L-01A-11R-A16E-13"
"301","BRCA_miRNASeqGene-20160128","TCGA-D8-A27M","TCGA-D8-A27M-01A-11R-A16E-13"
"302","BRCA_miRNASeqGene-20160128","TCGA-D8-A27N","TCGA-D8-A27N-01A-11R-A16E-13"
"303","BRCA_miRNASeqGene-20160128","TCGA-D8-A27P","TCGA-D8-A27P-01A-11R-A16E-13"
"304","BRCA_miRNASeqGene-20160128","TCGA-D8-A27R","TCGA-D8-A27R-01A-11R-A16E-13"
"305","BRCA_miRNASeqGene-20160128","TCGA-E2-A10A","TCGA-E2-A10A-01A-21R-A114-13"
"306","BRCA_miRNASeqGene-20160128","TCGA-E2-A14N","TCGA-E2-A14N-01A-31R-A136-13"
"307","BRCA_miRNASeqGene-20160128","TCGA-E2-A14O","TCGA-E2-A14O-01A-31R-A114-13"
"308","BRCA_miRNASeqGene-20160128","TCGA-E2-A14P","TCGA-E2-A14P-01A-31R-A12C-13"
"309","BRCA_miRNASeqGene-20160128","TCGA-E2-A14Q","TCGA-E2-A14Q-01A-11R-A12C-13"
"310","BRCA_miRNASeqGene-20160128","TCGA-E2-A14R","TCGA-E2-A14R-01A-11R-A114-13"
"311","BRCA_miRNASeqGene-20160128","TCGA-E2-A14S","TCGA-E2-A14S-01A-11R-A12C-13"
"312","BRCA_miRNASeqGene-20160128","TCGA-E2-A14T","TCGA-E2-A14T-01A-11R-A114-13"
"313","BRCA_miRNASeqGene-20160128","TCGA-E2-A14V","TCGA-E2-A14V-01A-11R-A12C-13"
"314","BRCA_miRNASeqGene-20160128","TCGA-E2-A14W","TCGA-E2-A14W-01A-11R-A12C-13"
"315","BRCA_miRNASeqGene-20160128","TCGA-E2-A14X","TCGA-E2-A14X-01A-11R-A114-13"
"316","BRCA_miRNASeqGene-20160128","TCGA-E2-A14Y","TCGA-E2-A14Y-01A-21R-A12C-13"
"317","BRCA_miRNASeqGene-20160128","TCGA-E2-A14Z","TCGA-E2-A14Z-01A-11R-A114-13"
"318","BRCA_miRNASeqGene-20160128","TCGA-E2-A150","TCGA-E2-A150-01A-11R-A12C-13"
"319","BRCA_miRNASeqGene-20160128","TCGA-E2-A152","TCGA-E2-A152-01A-11R-A12C-13"
"320","BRCA_miRNASeqGene-20160128","TCGA-E2-A153","TCGA-E2-A153-01A-12R-A12C-13"
"321","BRCA_miRNASeqGene-20160128","TCGA-E2-A154","TCGA-E2-A154-01A-11R-A114-13"
"322","BRCA_miRNASeqGene-20160128","TCGA-E2-A155","TCGA-E2-A155-01A-11R-A12C-13"
"323","BRCA_miRNASeqGene-20160128","TCGA-E2-A156","TCGA-E2-A156-01A-11R-A12C-13"
"324","BRCA_miRNASeqGene-20160128","TCGA-E2-A158","TCGA-E2-A158-01A-11R-A12C-13"
"325","BRCA_miRNASeqGene-20160128","TCGA-E2-A159","TCGA-E2-A159-01A-11R-A114-13"
"326","BRCA_miRNASeqGene-20160128","TCGA-E2-A15A","TCGA-E2-A15A-01A-11R-A12C-13"
"327","BRCA_miRNASeqGene-20160128","TCGA-E2-A15C","TCGA-E2-A15C-01A-31R-A12C-13"
"328","BRCA_miRNASeqGene-20160128","TCGA-E2-A15D","TCGA-E2-A15D-01A-11R-A114-13"
"329","BRCA_miRNASeqGene-20160128","TCGA-E2-A15E","TCGA-E2-A15E-01A-11R-A12C-13"
"330","BRCA_miRNASeqGene-20160128","TCGA-E2-A15F","TCGA-E2-A15F-01A-11R-A114-13"
"331","BRCA_miRNASeqGene-20160128","TCGA-E2-A15H","TCGA-E2-A15H-01A-11R-A12C-13"
"332","BRCA_miRNASeqGene-20160128","TCGA-E2-A15I","TCGA-E2-A15I-01A-21R-A136-13"
"333","BRCA_miRNASeqGene-20160128","TCGA-E2-A15J","TCGA-E2-A15J-01A-11R-A12O-13"
"334","BRCA_miRNASeqGene-20160128","TCGA-E2-A15K","TCGA-E2-A15K-01A-11R-A12O-13"
"335","BRCA_miRNASeqGene-20160128","TCGA-E2-A15O","TCGA-E2-A15O-01A-11R-A114-13"
"336","BRCA_miRNASeqGene-20160128","TCGA-E2-A15P","TCGA-E2-A15P-01A-11R-A114-13"
"337","BRCA_miRNASeqGene-20160128","TCGA-E2-A15R","TCGA-E2-A15R-01A-11R-A114-13"
"338","BRCA_miRNASeqGene-20160128","TCGA-E2-A15S","TCGA-E2-A15S-01A-11R-A114-13"
"339","BRCA_miRNASeqGene-20160128","TCGA-E2-A15T","TCGA-E2-A15T-01A-11R-A114-13"
"340","BRCA_miRNASeqGene-20160128","TCGA-E2-A1AZ","TCGA-E2-A1AZ-01A-11R-A12O-13"
"341","BRCA_miRNASeqGene-20160128","TCGA-E2-A1B0","TCGA-E2-A1B0-01A-11R-A12O-13"
"342","BRCA_miRNASeqGene-20160128","TCGA-E2-A1B1","TCGA-E2-A1B1-01A-21R-A12O-13"
"343","BRCA_miRNASeqGene-20160128","TCGA-E2-A1B4","TCGA-E2-A1B4-01A-11R-A12O-13"
"344","BRCA_miRNASeqGene-20160128","TCGA-E2-A1B6","TCGA-E2-A1B6-01A-31R-A12O-13"
"345","BRCA_miRNASeqGene-20160128","TCGA-E2-A1BC","TCGA-E2-A1BC-01A-11R-A12O-13"
"346","BRCA_miRNASeqGene-20160128","TCGA-E2-A1BD","TCGA-E2-A1BD-01A-11R-A12O-13"
"347","BRCA_miRNASeqGene-20160128","TCGA-E2-A1IE","TCGA-E2-A1IE-01A-11R-A13P-13"
"348","BRCA_miRNASeqGene-20160128","TCGA-E2-A1IF","TCGA-E2-A1IF-01A-11R-A143-13"
"349","BRCA_miRNASeqGene-20160128","TCGA-E2-A1IG","TCGA-E2-A1IG-01A-11R-A143-13"
"350","BRCA_miRNASeqGene-20160128","TCGA-E2-A1II","TCGA-E2-A1II-01A-11R-A143-13"
"351","BRCA_miRNASeqGene-20160128","TCGA-E2-A1IK","TCGA-E2-A1IK-01A-11R-A143-13"
"352","BRCA_miRNASeqGene-20160128","TCGA-E2-A1IN","TCGA-E2-A1IN-01A-11R-A13P-13"
"353","BRCA_miRNASeqGene-20160128","TCGA-E2-A1IO","TCGA-E2-A1IO-01A-11R-A143-13"
"354","BRCA_miRNASeqGene-20160128","TCGA-E2-A1IU","TCGA-E2-A1IU-01A-11R-A14C-13"
"355","BRCA_miRNASeqGene-20160128","TCGA-E2-A1L6","TCGA-E2-A1L6-01A-11R-A13P-13"
"356","BRCA_miRNASeqGene-20160128","TCGA-E2-A1L7","TCGA-E2-A1L7-01A-11R-A143-13"
"357","BRCA_miRNASeqGene-20160128","TCGA-E2-A1L9","TCGA-E2-A1L9-01A-11R-A13P-13"
"358","BRCA_miRNASeqGene-20160128","TCGA-E2-A1LA","TCGA-E2-A1LA-01A-11R-A143-13"
"359","BRCA_miRNASeqGene-20160128","TCGA-E2-A1LB","TCGA-E2-A1LB-01A-11R-A143-13"
"360","BRCA_miRNASeqGene-20160128","TCGA-E2-A1LE","TCGA-E2-A1LE-01A-12R-A19V-13"
"361","BRCA_miRNASeqGene-20160128","TCGA-E2-A1LH","TCGA-E2-A1LH-01A-11R-A14C-13"
"362","BRCA_miRNASeqGene-20160128","TCGA-E2-A1LI","TCGA-E2-A1LI-01A-12R-A156-13"
"363","BRCA_miRNASeqGene-20160128","TCGA-E2-A1LK","TCGA-E2-A1LK-01A-21R-A14C-13"
"364","BRCA_miRNASeqGene-20160128","TCGA-E2-A1LL","TCGA-E2-A1LL-01A-11R-A143-13"
"365","BRCA_miRNASeqGene-20160128","TCGA-E2-A1LS","TCGA-E2-A1LS-01A-12R-A156-13"
"366","BRCA_miRNASeqGene-20160128","TCGA-E2-A56Z","TCGA-E2-A56Z-01A-12R-A29V-13"
"367","BRCA_miRNASeqGene-20160128","TCGA-E2-A570","TCGA-E2-A570-01A-11R-A29V-13"
"368","BRCA_miRNASeqGene-20160128","TCGA-E2-A572","TCGA-E2-A572-01A-13R-A31S-13"
"369","BRCA_miRNASeqGene-20160128","TCGA-E2-A573","TCGA-E2-A573-01A-11R-A29V-13"
"370","BRCA_miRNASeqGene-20160128","TCGA-E2-A574","TCGA-E2-A574-01A-11R-A29V-13"
"371","BRCA_miRNASeqGene-20160128","TCGA-E2-A9RU","TCGA-E2-A9RU-01A-11R-A41G-13"
"372","BRCA_miRNASeqGene-20160128","TCGA-E9-A1N6","TCGA-E9-A1N6-01A-11R-A143-13"
"373","BRCA_miRNASeqGene-20160128","TCGA-E9-A1N8","TCGA-E9-A1N8-01A-11R-A143-13"
"374","BRCA_miRNASeqGene-20160128","TCGA-E9-A1ND","TCGA-E9-A1ND-01A-11R-A143-13"
"375","BRCA_miRNASeqGene-20160128","TCGA-E9-A1NE","TCGA-E9-A1NE-01A-21R-A14L-13"
"376","BRCA_miRNASeqGene-20160128","TCGA-E9-A1NG","TCGA-E9-A1NG-01A-21R-A14L-13"
"377","BRCA_miRNASeqGene-20160128","TCGA-E9-A1NH","TCGA-E9-A1NH-01A-11R-A14C-13"
"378","BRCA_miRNASeqGene-20160128","TCGA-E9-A1QZ","TCGA-E9-A1QZ-01A-21R-A168-13"
"379","BRCA_miRNASeqGene-20160128","TCGA-E9-A1R0","TCGA-E9-A1R0-01A-22R-A16E-13"
"380","BRCA_miRNASeqGene-20160128","TCGA-E9-A1R2","TCGA-E9-A1R2-01A-11R-A14C-13"
"381","BRCA_miRNASeqGene-20160128","TCGA-E9-A1R3","TCGA-E9-A1R3-01A-31R-A14L-13"
"382","BRCA_miRNASeqGene-20160128","TCGA-E9-A1R4","TCGA-E9-A1R4-01A-21R-A14C-13"
"383","BRCA_miRNASeqGene-20160128","TCGA-E9-A1R5","TCGA-E9-A1R5-01A-11R-A14L-13"
"384","BRCA_miRNASeqGene-20160128","TCGA-E9-A1R6","TCGA-E9-A1R6-01A-11R-A14C-13"
"385","BRCA_miRNASeqGene-20160128","TCGA-E9-A1R7","TCGA-E9-A1R7-01A-11R-A14L-13"
"386","BRCA_miRNASeqGene-20160128","TCGA-E9-A1RA","TCGA-E9-A1RA-01A-11R-A14C-13"
"387","BRCA_miRNASeqGene-20160128","TCGA-E9-A1RB","TCGA-E9-A1RB-01A-11R-A156-13"
"388","BRCA_miRNASeqGene-20160128","TCGA-E9-A1RD","TCGA-E9-A1RD-01A-11R-A156-13"
"389","BRCA_miRNASeqGene-20160128","TCGA-E9-A1RE","TCGA-E9-A1RE-01A-11R-A156-13"
"390","BRCA_miRNASeqGene-20160128","TCGA-E9-A1RF","TCGA-E9-A1RF-01A-11R-A156-13"
"391","BRCA_miRNASeqGene-20160128","TCGA-E9-A1RG","TCGA-E9-A1RG-01A-11R-A14C-13"
"392","BRCA_miRNASeqGene-20160128","TCGA-E9-A1RH","TCGA-E9-A1RH-01A-21R-A168-13"
"393","BRCA_miRNASeqGene-20160128","TCGA-E9-A226","TCGA-E9-A226-01A-21R-A156-13"
"394","BRCA_miRNASeqGene-20160128","TCGA-E9-A227","TCGA-E9-A227-01A-11R-A156-13"
"395","BRCA_miRNASeqGene-20160128","TCGA-E9-A228","TCGA-E9-A228-01A-31R-A156-13"
"396","BRCA_miRNASeqGene-20160128","TCGA-E9-A229","TCGA-E9-A229-01A-31R-A156-13"
"397","BRCA_miRNASeqGene-20160128","TCGA-E9-A22A","TCGA-E9-A22A-01A-11R-A156-13"
"398","BRCA_miRNASeqGene-20160128","TCGA-E9-A22D","TCGA-E9-A22D-01A-11R-A156-13"
"399","BRCA_miRNASeqGene-20160128","TCGA-E9-A22E","TCGA-E9-A22E-01A-11R-A156-13"
"400","BRCA_miRNASeqGene-20160128","TCGA-E9-A22G","TCGA-E9-A22G-01A-11R-A156-13"
"401","BRCA_miRNASeqGene-20160128","TCGA-E9-A22H","TCGA-E9-A22H-01A-11R-A156-13"
"402","BRCA_miRNASeqGene-20160128","TCGA-E9-A243","TCGA-E9-A243-01A-21R-A168-13"
"403","BRCA_miRNASeqGene-20160128","TCGA-E9-A244","TCGA-E9-A244-01A-11R-A168-13"
"404","BRCA_miRNASeqGene-20160128","TCGA-E9-A245","TCGA-E9-A245-01A-22R-A16E-13"
"405","BRCA_miRNASeqGene-20160128","TCGA-E9-A247","TCGA-E9-A247-01A-11R-A168-13"
"406","BRCA_miRNASeqGene-20160128","TCGA-E9-A248","TCGA-E9-A248-01A-11R-A168-13"
"407","BRCA_miRNASeqGene-20160128","TCGA-E9-A249","TCGA-E9-A249-01A-11R-A168-13"
"408","BRCA_miRNASeqGene-20160128","TCGA-E9-A24A","TCGA-E9-A24A-01A-11R-A168-13"
"409","BRCA_miRNASeqGene-20160128","TCGA-EW-A1IY","TCGA-EW-A1IY-01A-11R-A13P-13"
"410","BRCA_miRNASeqGene-20160128","TCGA-EW-A1IZ","TCGA-EW-A1IZ-01A-11R-A13P-13"
"411","BRCA_miRNASeqGene-20160128","TCGA-EW-A1J1","TCGA-EW-A1J1-01A-11R-A13P-13"
"412","BRCA_miRNASeqGene-20160128","TCGA-EW-A1J6","TCGA-EW-A1J6-01A-11R-A13P-13"
"413","BRCA_miRNASeqGene-20160128","TCGA-EW-A1OV","TCGA-EW-A1OV-01A-11R-A143-13"
"414","BRCA_miRNASeqGene-20160128","TCGA-EW-A1OW","TCGA-EW-A1OW-01A-21R-A143-13"
"415","BRCA_miRNASeqGene-20160128","TCGA-EW-A1OY","TCGA-EW-A1OY-01A-11R-A143-13"
"416","BRCA_miRNASeqGene-20160128","TCGA-EW-A1OZ","TCGA-EW-A1OZ-01A-11R-A143-13"
"417","BRCA_miRNASeqGene-20160128","TCGA-EW-A1P1","TCGA-EW-A1P1-01A-31R-A14C-13"
"418","BRCA_miRNASeqGene-20160128","TCGA-EW-A1P3","TCGA-EW-A1P3-01A-11R-A143-13"
"419","BRCA_miRNASeqGene-20160128","TCGA-EW-A1P5","TCGA-EW-A1P5-01A-11R-A143-13"
"420","BRCA_miRNASeqGene-20160128","TCGA-EW-A1P6","TCGA-EW-A1P6-01A-11R-A143-13"
"421","BRCA_miRNASeqGene-20160128","TCGA-EW-A1P7","TCGA-EW-A1P7-01A-21R-A143-13"
"422","BRCA_miRNASeqGene-20160128","TCGA-EW-A1P8","TCGA-EW-A1P8-01A-11R-A143-13"
"423","BRCA_miRNASeqGene-20160128","TCGA-EW-A1PA","TCGA-EW-A1PA-01A-11R-A143-13"
"424","BRCA_miRNASeqGene-20160128","TCGA-EW-A1PB","TCGA-EW-A1PB-01A-11R-A143-13"
"425","BRCA_miRNASeqGene-20160128","TCGA-EW-A1PC","TCGA-EW-A1PC-01B-11R-A21U-13"
"426","BRCA_miRNASeqGene-20160128","TCGA-EW-A1PD","TCGA-EW-A1PD-01A-11R-A143-13"
"427","BRCA_miRNASeqGene-20160128","TCGA-EW-A1PE","TCGA-EW-A1PE-01A-11R-A143-13"
"428","BRCA_miRNASeqGene-20160128","TCGA-EW-A1PF","TCGA-EW-A1PF-01A-11R-A143-13"
"429","BRCA_miRNASeqGene-20160128","TCGA-EW-A1PH","TCGA-EW-A1PH-01A-11R-A14L-13"
"430","BRCA_miRNASeqGene-20160128","TCGA-EW-A2FR","TCGA-EW-A2FR-01A-11R-A21U-13"
"431","BRCA_miRNASeqGene-20160128","TCGA-EW-A2FS","TCGA-EW-A2FS-01A-11R-A17A-13"
"432","BRCA_miRNASeqGene-20160128","TCGA-EW-A3U0","TCGA-EW-A3U0-01A-11R-A22I-13"
"433","BRCA_miRNASeqGene-20160128","TCGA-EW-A6S9","TCGA-EW-A6S9-01A-22R-A33A-13"
"434","BRCA_miRNASeqGene-20160128","TCGA-EW-A6SA","TCGA-EW-A6SA-01A-21R-A32K-13"
"435","BRCA_miRNASeqGene-20160128","TCGA-EW-A6SB","TCGA-EW-A6SB-01A-12R-A32K-13"
"436","BRCA_miRNASeqGene-20160128","TCGA-EW-A6SD","TCGA-EW-A6SD-01A-12R-A33A-13"
"437","BRCA_miRNASeqGene-20160128","TCGA-GI-A2C8","TCGA-GI-A2C8-01A-11R-A16E-13"
"438","BRCA_miRNASeqGene-20160128","TCGA-GI-A2C9","TCGA-GI-A2C9-01A-11R-A21U-13"
"439","BRCA_miRNASeqGene-20160128","TCGA-GM-A2D9","TCGA-GM-A2D9-01A-11R-A18L-13"
"440","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DA","TCGA-GM-A2DA-01A-11R-A18L-13"
"441","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DB","TCGA-GM-A2DB-01A-31R-A18L-13"
"442","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DC","TCGA-GM-A2DC-01A-11R-A18L-13"
"443","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DD","TCGA-GM-A2DD-01A-11R-A17X-13"
"444","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DF","TCGA-GM-A2DF-01A-11R-A17X-13"
"445","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DH","TCGA-GM-A2DH-01A-11R-A17X-13"
"446","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DI","TCGA-GM-A2DI-01A-31R-A18L-13"
"447","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DK","TCGA-GM-A2DK-01A-21R-A17X-13"
"448","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DL","TCGA-GM-A2DL-01A-11R-A18L-13"
"449","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DM","TCGA-GM-A2DM-01A-11R-A17X-13"
"450","BRCA_miRNASeqGene-20160128","TCGA-GM-A2DN","TCGA-GM-A2DN-01A-11R-A17X-13"
"451","BRCA_miRNASeqGene-20160128","TCGA-GM-A3XL","TCGA-GM-A3XL-01A-11R-A22V-13"
"452","BRCA_miRNASeqGene-20160128","TCGA-LD-A7W5","TCGA-LD-A7W5-01A-22R-A358-13"
"453","BRCA_miRNASeqGene-20160128","TCGA-LD-A9QF","TCGA-LD-A9QF-01A-32R-A41G-13"
"454","BRCA_miRNASeqGene-20160128","TCGA-LL-A441","TCGA-LL-A441-01A-11R-A24J-13"
"455","BRCA_miRNASeqGene-20160128","TCGA-LL-A442","TCGA-LL-A442-01A-11R-A24J-13"
"456","BRCA_miRNASeqGene-20160128","TCGA-LL-A5YM","TCGA-LL-A5YM-01A-11R-A28I-13"
"457","BRCA_miRNASeqGene-20160128","TCGA-LL-A5YN","TCGA-LL-A5YN-01A-11R-A28I-13"
"458","BRCA_miRNASeqGene-20160128","TCGA-LL-A5YO","TCGA-LL-A5YO-01A-21R-A28I-13"
"459","BRCA_miRNASeqGene-20160128","TCGA-LL-A5YP","TCGA-LL-A5YP-01A-21R-A28I-13"
"460","BRCA_miRNASeqGene-20160128","TCGA-LL-A6FQ","TCGA-LL-A6FQ-01A-11R-A31S-13"
"461","BRCA_miRNASeqGene-20160128","TCGA-LL-A6FR","TCGA-LL-A6FR-01A-12R-A31S-13"
"462","BRCA_miRNASeqGene-20160128","TCGA-LL-A73Y","TCGA-LL-A73Y-01A-11R-A33A-13"
"463","BRCA_miRNASeqGene-20160128","TCGA-LL-A73Z","TCGA-LL-A73Z-01A-11R-A32K-13"
"464","BRCA_miRNASeqGene-20160128","TCGA-LL-A740","TCGA-LL-A740-01A-21R-A32K-13"
"465","BRCA_miRNASeqGene-20160128","TCGA-LL-A7SZ","TCGA-LL-A7SZ-01A-32R-A358-13"
"466","BRCA_miRNASeqGene-20160128","TCGA-LL-A7T0","TCGA-LL-A7T0-01A-31R-A358-13"
"467","BRCA_miRNASeqGene-20160128","TCGA-LL-A8F5","TCGA-LL-A8F5-01A-11R-A36A-13"
"468","BRCA_miRNASeqGene-20160128","TCGA-OL-A5D6","TCGA-OL-A5D6-01A-21R-A27U-13"
"469","BRCA_miRNASeqGene-20160128","TCGA-OL-A5D7","TCGA-OL-A5D7-01A-11R-A27U-13"
"470","BRCA_miRNASeqGene-20160128","TCGA-OL-A5D8","TCGA-OL-A5D8-01A-11R-A27U-13"
"471","BRCA_miRNASeqGene-20160128","TCGA-OL-A5RU","TCGA-OL-A5RU-01A-11R-A28I-13"
"472","BRCA_miRNASeqGene-20160128","TCGA-OL-A5RV","TCGA-OL-A5RV-01A-12R-A28I-13"
"473","BRCA_miRNASeqGene-20160128","TCGA-OL-A5RW","TCGA-OL-A5RW-01A-11R-A28I-13"
"474","BRCA_miRNASeqGene-20160128","TCGA-OL-A5RX","TCGA-OL-A5RX-01A-11R-A28I-13"
